Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
fastfood_01,POI,POIName,,x,x,Prowlin Petes,,,,,,,,,,,,,
fastfood_02,POI,POIName,,x,x,Hurry Harry's,,,,,,,,,,,,,
fastfood_03,POI,POIName,,x,x,Blue Birdie,,,,,,,,,,,,,
fastfood_04,POI,POIName,,x,x,Fats Foods,,,,,,,,,,,,,
fastfood_05,POI,POIName,,x,x,Marvin's Restaurant,,,,,,,,,,,,,
fastfood_06,POI,POIName,,x,x,The Burgcaneer,,,,,,,,,,,,,
fastfood_07,POI,POIName,,x,x,NEW Mamma Pizza,,,,,,,,,,,,,
field_concert_01,POI,POIName,,x,x,Shady Woods Amphitheatre,,,,,,,,,,,,,
fire_station_01,POI,POIName,,x,x,Fire Station 7,,,,,,,,,,,,,
fire_station_02,POI,POIName,,x,x,Fire Station 8,,,,,,,,,,,,,
fire_station_03,POI,POIName,,x,x,Navezgane Fire District #3,,,,,,,,,,,,,
fire_station_04,POI,POIName,,x,x,NFD Engine 4,,,,,,,,,,,,,
football_stadium,POI,POIName,,x,x,Navezgane Athletics Complex,,,,,,,,,,,,,
funeral_home_01,POI,POIName,,x,x,Am-I-Gone Funeral Home,,,,,,,,,,,,,
gas_station_01,POI,POIName,,x,x,Pass-N-Gas Store #01,,,,,,,,,,,,,
gas_station_02,POI,POIName,,x,x,Pass-N-Gas Store #02,,,,,,,,,,,,,
gas_station_03,POI,POIName,,x,x,Pass-N-Gas Store #03,,,,,,,,,,,,,
gas_station_04,POI,POIName,,x,x,Pass-N-Gas Store #04,,,,,,,,,,,,,
gas_station_05,POI,POIName,,x,x,Pass-N-Gas Store #05,,,,,,,,,,,,,
gas_station_06,POI,POIName,,x,x,Pass-N-Gas Store #06,,,,,,,,,,,,,
gas_station_07,POI,POIName,,x,x,Pass-N-Gas Store #07,,,,,,,,,,,,,
gas_station_08,POI,POIName,,x,x,Pass-N-Gas Store #08,,,,,,,,,,,,,
gas_station_09,POI,POIName,,x,x,Pass-N-Gas Store #09,,,,,,,,,,,,,
gas_station_10,POI,POIName,,x,x,Pass-N-Gas Store #10,,,,,,,,,,,,,
gas_station_11,POI,POIName,,x,x,Jerry's Fill,,,,,,,,,,,,,
gas_station_12,POI,POIName,,x,x,Pass-N-Gas Plaza,,,,,,,,,,,,,
gravestowne_city_blk_01,POI,POIName,,x,x,Gravestowne,,,,,,,,,,,,,
gravestowne_city_blk_half,POI,POIName,,x,x,Gravestowne,,,,,,,,,,,,,
gravestowne_city_blk_quarter,POI,POIName,,x,x,Gravestowne,,,,,,,,,,,,,
gravestowne_city_sign_01,POI,POIName,,x,x,Gravestowne,,,,,,,,,,,,,
gravestowne_street_crater_01,POI,POIName,,x,x,Gravestowne,,,,,,,,,,,,,
hospital_01,POI,POIName,,x,x,Navezgane General Hospital,,,,,,,,,,,,,
hotel_01,POI,POIName,,x,x,Hotel Zombona,,,,,,,,,,,,,
hotel_02,POI,POIName,,x,x,Haven Hotel,,,,,,,,,,,,,
hotel_03,POI,POIName,,x,x,7 Days Suites,,,,,,,,,,,,,
hotel_04,POI,POIName,,x,x,Calm Inn,,,,,,,,,,,,,
hotel_new_01,POI,POIName,,x,x,Sandy Springs Hotel,,,,,,,,,,,,,
hotel_ostrich,POI,POIName,,x,x,Ostrich Hotel,,,,,,,,,,,,,
house_burnt_01,POI,POIName,,x,x,The Owens Residence,,,,,,,,,,,,,
house_burnt_02,POI,POIName,,x,x,The Paciotti Residence,,,,,,,,,,,,,
house_burnt_03,POI,POIName,,x,x,The Jacobs Residence,,,,,,,,,,,,,
house_burnt_04,POI,POIName,,x,x,The Rendon Residence,,,,,,,,,,,,,
house_burnt_05,POI,POIName,,x,x,The Byington Residence,,,,,,,,,,,,,
house_burnt_06,POI,POIName,,x,x,Seedy Manor,,,,,,,,,,,,,
house_construction_01,POI,POIName,,x,x,The Roland Residence,,,,,,,,,,,,,
house_construction_02,POI,POIName,,x,x,Kodiak Construction,,,,,,,,,,,,,
house_construction_03,POI,POIName,,x,x,Garage 1st Construction,,,,,,,,,,,,,
house_construction_04,POI,POIName,,x,x,Deracinated Domicile,,,,,,,,,,,,,
house_construction_05,POI,POIName,,x,x,OLD - Uninhabited Mansion,,,,,,,,,,,,,
house_country_01,POI,POIName,,x,x,Wango Barndo,,,,,,,,,,,,,
house_countryres_01,POI,POIName,,x,x,The Rode House,,,,,,,,,,,,,
house_countryres_02,POI,POIName,,x,x,The Gudenhoff House,,,,,,,,,,,,,
house_modern_01,POI,POIName,,x,x,The Nairn Residence,,,,,,,,,,,,,
house_modern_02,POI,POIName,,x,x,The Nightstar Residence,,,,,,,,,,,,,
house_modern_03,POI,POIName,,x,x,The Draycott Residence,,,,,,,,,,,,,
house_modern_04,POI,POIName,,x,x,The Erickson Residence,,,,,,,,,,,,,
house_modern_05,POI,POIName,,x,x,The Señor Drogas Residence,,,,,,,,,,,,,
house_modern_06,POI,POIName,,x,x,The Barniskis Residence,,,,,,,,,,,,,
house_modern_07,POI,POIName,,x,x,The LaGrega Residence,,,,,,,,,,,,,
house_modern_08,POI,POIName,,x,x,The Contino Residence,,,,,,,,,,,,,
house_modern_09,POI,POIName,,x,x,The Rua Residence,,,,,,,,,,,,,
house_modern_10,POI,POIName,,x,x,Bullis-Bates Estate,,,,,,,,,,,,,
house_modern_11,POI,POIName,,x,x,The Strogatz Residence,,,,,,,,,,,,,
house_modern_12,POI,POIName,,x,x,The Eisele Residence,,,,,,,,,,,,,
house_modern_13,POI,POIName,,x,x,The Hinton Residence,,,,,,,,,,,,,
house_modern_14,POI,POIName,,x,x,The Bennett Residence,,,,,,,,,,,,,
house_modern_15,POI,POIName,,x,x,The Burnett Residence,,,,,,,,,,,,,
house_modern_16,POI,POIName,,x,x,The Haug Residence,,,,,,,,,,,,,
house_modern_17,POI,POIName,,x,x,The Sinkhole House,,,,,,,,,,,,,
house_modern_18,POI,POIName,,x,x,Don Vittorio Spagetto Residence,,,,,,,,,,,,,
house_modern_19,POI,POIName,,x,x,"The ""Broken Dreams"" house",,,,,,,,,,,,,
house_modern_20,POI,POIName,,x,x,The Barbosa Residence,,,,,,,,,,,,,
house_modern_21,POI,POIName,,x,x,The Hellenes Residence,,,,,,,,,,,,,
house_modern_22,POI,POIName,,x,x,The Johansen Residence,,,,,,,,,,,,,
house_modern_23,POI,POIName,,x,x,Dormer Residence,,,,,,,,,,,,,
house_modern_24,POI,POIName,,x,x,Jeffelon Zuckergates Estate,,,,,,,,,,,,,
house_modern_25,POI,POIName,,x,x,Rosilyn Residence,,,,,,,,,,,,,
house_modern_26,POI,POIName,,x,x,Casa de Machina,,,,,,,,,,,,,
house_modern_27,POI,POIName,,x,x,Phoenix Residence,,,,,,,,,,,,,
house_modern_28,POI,POIName,,x,x,Casa De Vino,,,,,,,,,,,,,
house_modern_29,POI,POIName,,x,x,Don Diego Estate,,,,,,,,,,,,,
house_modern_30,POI,POIName,,x,x,Towersley Estate,,,,,,,,,,,,,
house_modern_31,POI,POIName,,x,x,Dr. Karen Higashi Residence,,,,,,,,,,,,,
house_modern_32,POI,POIName,,x,x,The Wade Residence,,,,,,,,,,,,,
house_modern_33,POI,POIName,,x,x,The Prado Residence,,,,,,,,,,,,,
house_modern_34,POI,POIName,,x,x,Casa Carneiro,,,,,,,,,,,,,
house_modern_35,POI,POIName,,x,x,The Muggins Residence,,,,,,,,,,,,,
house_old_bungalow_01,POI,POIName,,x,x,The Vaecon Residence,,,,,,,,,,,,,
house_old_bungalow_02,POI,POIName,,x,x,T. Thornbury Residence,,,,,,,,,,,,,
house_old_bungalow_03,POI,POIName,,x,x,Home of Jack Canada,,,,,,,,,,,,,
house_old_bungalow_04,POI,POIName,,x,x,The Wotton Residence,,,,,,,,,,,,,
house_old_bungalow_05,POI,POIName,,x,x,The Klemm Residence,,,,,,,,,,,,,
house_old_bungalow_06,POI,POIName,,x,x,A Sewage Problem,,,,,,,,,,,,,
house_old_bungalow_07,POI,POIName,,x,x,Film Fanatic's house,,,,,,,,,,,,,
house_old_bungalow_08,POI,POIName,,x,x,The McKean Residence,,,,,,,,,,,,,
house_old_bungalow_09,POI,POIName,,x,x,The Powell Residence,,,,,,,,,,,,,
house_old_bungalow_10,POI,POIName,,x,x,The Crow Residence,,,,,,,,,,,,,
house_old_bungalow_11,POI,POIName,,x,x,Johnnytown,,,,,,,,,,,,,
house_old_bungalow_12,POI,POIName,,x,x,The Reber Residence,,,,,,,,,,,,,
house_old_cottage_01,POI,POIName,,x,x,Cobweb Cottage,,,,,,,,,,,,,
house_old_gambrel_01,POI,POIName,,x,x,The Hestnes Residence,,,,,,,,,,,,,
house_old_gambrel_02,POI,POIName,,x,x,The Richmond Residence,,,,,,,,,,,,,
house_old_gambrel_03,POI,POIName,,x,x,Bob's Boars & Carl's Corn,,,,,,,,,,,,,
house_old_gambrel_04,POI,POIName,,x,x,Bert Englund Residence,,,,,,,,,,,,,
house_old_mansard_01,POI,POIName,,x,x,The Brown Residence,,,,,,,,,,,,,
house_old_mansard_02,POI,POIName,,x,x,The Mortician's house,,,,,,,,,,,,,
house_old_mansard_03,POI,POIName,,x,x,The Brett Residence,,,,,,,,,,,,,
house_old_mansard_04,POI,POIName,,x,x,The Hyde Residence,,,,,,,,,,,,,
house_old_mansard_05,POI,POIName,,x,x,Huskie Manor,,,,,,,,,,,,,
house_old_mansard_06,POI,POIName,,x,x,The Fates Motel,,,,,,,,,,,,,
house_old_mansard_07,POI,POIName,,x,x,The Wright Residence,,,,,,,,,,,,,
house_old_modular_01,POI,POIName,,x,x,The Purser Residence,,,,,,,,,,,,,
house_old_modular_02,POI,POIName,,x,x,Bill Gearz Place,,,,,,,,,,,,,
house_old_modular_03,POI,POIName,,x,x,The Animal Hoarder,,,,,,,,,,,,,
house_old_modular_04,POI,POIName,,x,x,The Wagner Residence,,,,,,,,,,,,,
house_old_modular_05,POI,POIName,,x,x,The Gilbert Residence,,,,,,,,,,,,,
house_old_modular_06,POI,POIName,,x,x,The Cook's Residence,,,,,,,,,,,,,
house_old_modular_07,POI,POIName,,x,x,Spark's Place,,,,,,,,,,,,,
house_old_modular_08,POI,POIName,,x,x,The Pawtato Residence,,,,,,,,,,,,,
house_old_pyramid_01,POI,POIName,,x,x,The D. Smith Residence,,,,,,,,,,,,,
house_old_pyramid_02,POI,POIName,,x,x,The McElveen Residence,,,,,,,,,,,,,
house_old_pyramid_03,POI,POIName,,x,x,The Cartel House,,,,,,,,,,,,,
house_old_pyramid_04,POI,POIName,,x,x,The Gully Residence,,,,,,,,,,,,,
house_old_pyramid_05,POI,POIName,,x,x,The Reed Residence,,,,,,,,,,,,,
house_old_ranch_01,POI,POIName,,x,x,The Wetz Residence,,,,,,,,,,,,,
house_old_ranch_02,POI,POIName,,x,x,The Redchurch Residence,,,,,,,,,,,,,
house_old_ranch_03,POI,POIName,,x,x,The Goldsmith Residence,,,,,,,,,,,,,
house_old_ranch_04,POI,POIName,,x,x,The Jensen Residence,,,,,,,,,,,,,
house_old_ranch_05,POI,POIName,,x,x,The McMillin Residence,,,,,,,,,,,,,
house_old_ranch_06,POI,POIName,,x,x,The Huenink Residence,,,,,,,,,,,,,
house_old_ranch_07,POI,POIName,,x,x,The Brumit Residence,,,,,,,,,,,,,
house_old_ranch_08,POI,POIName,,x,x,The Fermier Residence,,,,,,,,,,,,,
house_old_ranch_09,POI,POIName,,x,x,The McCormick Residence,,,,,,,,,,,,,
house_old_ranch_10,POI,POIName,,x,x,The Malone Residence,,,,,,,,,,,,,
house_old_ranch_11,POI,POIName,,x,x,The Hoarders' House,,,,,,,,,,,,,
house_old_ranch_12,POI,POIName,,x,x,The McStab Residence,,,,,,,,,,,,,
house_old_ranch_13,POI,POIName,,x,x,The Serrano Residence,,,,,,,,,,,,,
house_old_spanish_01,POI,POIName,,x,x,The Serrano Residence,,,,,,,,,,,,,
house_old_tudor_01,POI,POIName,,x,x,The Asgård Residence,,,,,,,,,,,,,
house_old_tudor_02,POI,POIName,,x,x,The Williams Residence,,,,,,,,,,,,,
house_old_tudor_03,POI,POIName,,x,x,The Zeigler Residence,,,,,,,,,,,,,
house_old_tudor_04,POI,POIName,,x,x,R. Thornbury Residence,,,,,,,,,,,,,
house_old_tudor_05,POI,POIName,,x,x,The McLemore Residence,,,,,,,,,,,,,
house_old_tudor_06,POI,POIName,,x,x,The Rippon Residence,,,,,,,,,,,,,
house_old_victorian_01,POI,POIName,,x,x,Taylor Manor,,,,,,,,,,,,,
house_old_victorian_02,POI,POIName,,x,x,The Lopez Residence,,,,,,,,,,,,,
house_old_victorian_03,POI,POIName,,x,x,The Zavislak Residence,,,,,,,,,,,,,
house_old_victorian_04,POI,POIName,,x,x,The Neckarski Residence,,,,,,,,,,,,,
house_old_victorian_05,POI,POIName,,x,x,The Perkel Residence,,,,,,,,,,,,,
house_old_victorian_06,POI,POIName,,x,x,The Sandvik Residence,,,,,,,,,,,,,
house_old_victorian_07,POI,POIName,,x,x,The Schweizer Residence,,,,,,,,,,,,,
house_old_victorian_08,POI,POIName,,x,x,The Kenvyn Residence,,,,,,,,,,,,,
house_old_victorian_09,POI,POIName,,x,x,The Grand Forks Estate,,,,,,,,,,,,,
house_old_victorian_10,POI,POIName,,x,x,The Curren Residence,,,,,,,,,,,,,
house_old_victorian_11,POI,POIName,,x,x,The Philippe Residence,,,,,,,,,,,,,
house_old_victorian_12,POI,POIName,,x,x,The Kostecky Residence,,,,,,,,,,,,,
house_ultramodern_01,POI,POIName,,x,x,Architect Dayson's House,,,,,,,,,,,,,
house_ultramodern_02,POI,POIName,,x,x,The Collector's Manor,,,,,,,,,,,,,
house_ultramodern_05,POI,POIName,,x,x,Edgeview Estate,,,,,,,,,,,,,
house_ultramodern_06,POI,POIName,,x,x,Samuel David Residence,,,,,,,,,,,,,
house_ultramodern_09,POI,POIName,,x,x,Solaris Loft,,,,,,,,,,,,,
house_ultramodern_10,POI,POIName,,x,x,Chef Horden Clancy's Residence,,,,,,,,,,,,,
house_ultramodern_11,POI,POIName,,x,x,The Last Party House,,,,,,,,,,,,,
house_ultramodern_12,POI,POIName,,x,x,Almeida Residence,,,,,,,,,,,,,
house_ultramodern_13,POI,POIName,,x,x,Pantelli Residence,,,,,,,,,,,,,
house_ultramodern_14,POI,POIName,,x,x,The Parkins-Jordaan Residence,,,,,,,,,,,,,
house_ultramodern_15,POI,POIName,,x,x,Uninhabited Mansion,,,,,,,,,,,,,
house_ultramodern_16,POI,POIName,,x,x,OLD Dr. Karen Higashi Residence,,,,,,,,,,,,,
house_ultramodern_19,POI,POIName,,x,x,Mayor's Home,,,,,,,,,,,,,
housing_development_01,POI,POIName,,x,x,Housing Development,,,,,,,,,,,,,
indian_burial_grounds_01,POI,POIName,,x,x,Taza Burial Grounds,,,,,,,,,,,,,
industrial_60_01,POI,POIName,,x,x,Granddaddy's Cable Regional Service Center,,,,,,,,,,,,,
industrial_60_02,POI,POIName,,x,x,Ironwood Paper Mill,,,,,,,,,,,,,
industrial_60_03,POI,POIName,,x,x,Beanthere Coffee Company,,,,,,,,,,,,,
industrial_60_04,POI,POIName,,x,x,ChemTech Distribution Center,,,,,,,,,,,,,
industrial_business_08,POI,POIName,,x,x,P&B Machining,,,,,,,,,,,,,
industrial_strip_01,POI,POIName,,x,x,Palo Verde Brickworks,,,,,,,,,,,,,
industrial_strip_02,POI,POIName,,x,x,NC Bus Repair Site,,,,,,,,,,,,,
industrial_strip_03,POI,POIName,,x,x,BONG Auto Parts Manufacturing,,,,,,,,,,,,,
industrial_strip_05,POI,POIName,,x,x,Pawsnout Factory,,,,,,,,,,,,,
industrial_strip_06,POI,POIName,,x,x,Water Treatment Plant,,,,,,,,,,,,,
industrial_strip_09,POI,POIName,,x,x,Soyer Family Slaughterhouse,,,,,,,,,,,,,
industrial_strip_10,POI,POIName,,x,x,Booze Hound Brewery,,,,,,,,,,,,,
industrial_strip_11,POI,POIName,,x,x,Regional Paper Company,,,,,,,,,,,,,
installation_red_mesa,POI,POIName,,x,x,Red Mesa Compound,,,,,,,,,,,,,
junkyard_01,POI,POIName,,x,x,Ecotrash Recycling Center,,,,,,,,,,,,,
lodge_01,POI,POIName,,x,x,Journey's End,,,,,,,,,,,,,
lot_country_01,POI,POIName,,x,x,Black Bus Mechanical,,,,,,,,,,,,,
lot_country_02,POI,POIName,,x,x,Shade Tree Auto,,,,,,,,,,,,,
lot_country_03,POI,POIName,,x,x,GW Lumber Yard,,,,,,,,,,,,,
lot_countryres_01,POI,POIName,,x,x,Grim Gazebo,,,,,,,,,,,,,
lot_countryres_02,POI,POIName,,x,x,Sunny Creek Park,,,,,,,,,,,,,
lot_countryres_07,POI,POIName,,x,x,Community Gardens,,,,,,,,,,,,,
lot_countryres_08,POI,POIName,,x,x,Picnic Pond,,,,,,,,,,,,,
lot_countryres_09,POI,POIName,,x,x,Maple Slide Park,,,,,,,,,,,,,
lot_countryres_10,POI,POIName,,x,x,Old Timber Yard,,,,,,,,,,,,,
lot_countryres_11,POI,POIName,,x,x,Abandoned Silo,,,,,,,,,,,,,
lot_countryres_12,POI,POIName,,x,x,Old Johnson's Shed,,,,,,,,,,,,,
lot_countryres_13,POI,POIName,,x,x,Transmission Station,,,,,,,,,,,,,
lot_countryres_16,POI,POIName,,x,x,The O-Well,,,,,,,,,,,,,
lot_countryres_17,POI,POIName,,x,x,Woody's Wood Supply,,,,,,,,,,,,,
lot_countryres_18,POI,POIName,,x,x,Community Greenhouse,,,,,,,,,,,,,
lot_countryres_20,POI,POIName,,x,x,Leyline Electric Depot,,,,,,,,,,,,,
lot_countrytown_01,POI,POIName,,x,x,Natas Parking,,,,,,,,,,,,,
lot_countrytown_02,POI,POIName,,x,x,John & Sons Construction,,,,,,,,,,,,,
lot_countrytown_05,POI,POIName,,x,x,AG1 Feed,,,,,,,,,,,,,
lot_countrytown_06,POI,POIName,,x,x,Kountry Mart,,,,,,,,,,,,,
lot_countrytown_07,POI,POIName,,x,x,Farmer's Market,,,,,,,,,,,,,
lot_countrytown_08,POI,POIName,,x,x,Rusty's Razors,,,,,,,,,,,,,
lot_countrytown_10,POI,POIName,,x,x,Red Star Gift Shop,,,,,,,,,,,,,
lot_countrytown_12,POI,POIName,,x,x,Cleetus' Car Recycling,,,,,,,,,,,,,
lot_countrytown_13,POI,POIName,,x,x,Car Impound Lot,,,,,,,,,,,,,
lot_downtown_filler_01,POI,POIName,,x,x,Downtown Construction Site,,,,,,,,,,,,,
lot_film_01,POI,POIName,,x,x,Lone Wolf Set,,,,,,,,,,,,,
lot_industrial_01,POI,POIName,,x,x,Industrial Service Systems,,,,,,,,,,,,,
lot_industrial_02,POI,POIName,,x,x,Industrial Trucking,,,,,,,,,,,,,
lot_industrial_03,POI,POIName,,x,x,Clunky Oil,,,,,,,,,,,,,
lot_industrial_04,POI,POIName,,x,x,Industrial Tank #1,,,,,,,,,,,,,
lot_industrial_05,POI,POIName,,x,x,Busted Industrial Tank,,,,,,,,,,,,,
lot_industrial_06,POI,POIName,,x,x,Destroyed Industrial Tank,,,,,,,,,,,,,
lot_industrial_07,POI,POIName,,x,x,Industrial Tank #2,,,,,,,,,,,,,
lot_industrial_08,POI,POIName,,x,x,Leaking Industrial Tank,,,,,,,,,,,,,
lot_industrial_09,POI,POIName,,x,x,Clunky Oil Station,,,,,,,,,,,,,
lot_industrial_10,POI,POIName,,x,x,Industrial Construction Site #10,,,,,,,,,,,,,
lot_industrial_11,POI,POIName,,x,x,Power Distribution Station #1,,,,,,,,,,,,,
lot_industrial_12,POI,POIName,,x,x,Industrial Construction Site #12,,,,,,,,,,,,,
lot_industrial_13,POI,POIName,,x,x,Industrial Demolition Site,,,,,,,,,,,,,
lot_industrial_14,POI,POIName,,x,x,County Stockpile,,,,,,,,,,,,,
lot_industrial_15,POI,POIName,,x,x,Power Distribution Station #2,,,,,,,,,,,,,
lot_industrial_16,POI,POIName,,x,x,Mo Power Service,,,,,,,,,,,,,
lot_industrial_17,POI,POIName,,x,x,Construction Warehouse,,,,,,,,,,,,,
lot_industrial_18,POI,POIName,,x,x,Carpet Warehouse,,,,,,,,,,,,,
lot_industrial_19,POI,POIName,,x,x,Derelict Warehouse,,,,,,,,,,,,,
lot_industrial_20,POI,POIName,,x,x,Abandoned Depot,,,,,,,,,,,,,
lot_industrial_21,POI,POIName,,x,x,EZ-Chem Depot,,,,,,,,,,,,,
lot_rural_filler_01,POI,POIName,,x,x,Backpack Hill,,,,,,,,,,,,,
lot_rural_filler_02,POI,POIName,,x,x,Blood Forest,,,,,,,,,,,,,
lot_rural_filler_03,POI,POIName,,x,x,Hay Field,,,,,,,,,,,,,
lot_rural_filler_04,POI,POIName,,x,x,Sleepy Woods,,,,,,,,,,,,,
lot_rural_filler_05,POI,POIName,,x,x,Lazy Timbers,,,,,,,,,,,,,
lot_rural_filler_06,POI,POIName,,x,x,Wrong Harvester,,,,,,,,,,,,,
lot_rural_filler_07,POI,POIName,,x,x,Cobblestone Clearing,,,,,,,,,,,,,
lot_rural_filler_08,POI,POIName,,x,x,Anvil Acres,,,,,,,,,,,,,
lot_rural_filler_09,POI,POIName,,x,x,Gentle Grove,,,,,,,,,,,,,
lot_rural_filler_10,POI,POIName,,x,x,Paul's Pay Lake,,,,,,,,,,,,,
lot_rural_filler_11,POI,POIName,,x,x,Whispering Woodlands,,,,,,,,,,,,,
lot_ultramodern_empty_01,POI,POIName,,x,x,Lot For Sale,,,,,,,,,,,,,
lot_ultramodern_empty_02,POI,POIName,,x,x,Construction Site,,,,,,,,,,,,,
lot_ultramodern_empty_03,POI,POIName,,x,x,Private Property,,,,,,,,,,,,,
lot_vacant_01,POI,POIName,,x,x,Container Lot,,,,,,,,,,,,,
lot_vacant_02,POI,POIName,,x,x,7 Hour Park,,,,,,,,,,,,,
lot_vacant_03,POI,POIName,,x,x,Hobo Camp,,,,,,,,,,,,,
lot_vacant_04,POI,POIName,,x,x,Corona Wipes Billboard,,,,,,,,,,,,,
lot_vacant_05,POI,POIName,,x,x,Oskar's Dumpster,,,,,,,,,,,,,
lot_vacant_06,POI,POIName,,x,x,Shady Dawgs,,,,,,,,,,,,,
lot_vacant_07,POI,POIName,,x,x,Treehouse Treasures,,,,,,,,,,,,,
lot_vacant_08,POI,POIName,,x,x,The Shed,,,,,,,,,,,,,
lot_vacant_09,POI,POIName,,x,x,Forgotten Playground,,,,,,,,,,,,,
mine_01,POI,POIName,,x,x,Hybrid Mining,,,,,,,,,,,,,
modern_church_01,POI,POIName,,x,x,Church of Our Prized Lord,,,,,,,,,,,,,
modern_church_02,POI,POIName,,x,x,Temple of The Truth,,,,,,,,,,,,,
motel_01,POI,POIName,,x,x,Nick's Motel,,,,,,,,,,,,,
motel_02,POI,POIName,,x,x,Motel Seven,,,,,,,,,,,,,
motel_03,POI,POIName,,x,x,Happy Sleep Motel,,,,,,,,,,,,,
motel_04,POI,POIName,,x,x,Greg's Motel,,,,,,,,,,,,,
motel_05,POI,POIName,,x,x,Motel Eight,,,,,,,,,,,,,
nursing_home_01,POI,POIName,,x,x,The Last Sunset Nursing Home,,,,,,,,,,,,,
office_01,POI,POIName,,x,x,Echo Commons,,,,,,,,,,,,,
office_02,POI,POIName,,x,x,Rise Realty,,,,,,,,,,,,,
office_03,POI,POIName,,x,x,Historic Office Suites,,,,,,,,,,,,,
office_04,POI,POIName,,x,x,Smarketing,,,,,,,,,,,,,
office_05,POI,POIName,,x,x,Triad Medical,,,,,,,,,,,,,
office_06,POI,POIName,,x,x,Abandoned Office Building,,,,,,,,,,,,,
oldwest_business_01,POI,POIName,,x,x,Biskitz,,,,,,,,,,,,,
oldwest_business_02,POI,POIName,,x,x,BJ Welding Company,,,,,,,,,,,,,
oldwest_business_03,POI,POIName,,x,x,Fine Swines,,,,,,,,,,,,,
oldwest_business_04,POI,POIName,,x,x,Bath Haus,,,,,,,,,,,,,
oldwest_business_05,POI,POIName,,x,x,Oil Tycoons,,,,,,,,,,,,,
oldwest_business_06,POI,POIName,,x,x,Spitz Seeds,,,,,,,,,,,,,
oldwest_business_07,POI,POIName,,x,x,Eric's Stuff,,,,,,,,,,,,,
oldwest_business_08,POI,POIName,,x,x,Undie Takers,,,,,,,,,,,,,
oldwest_business_09,POI,POIName,,x,x,Earl's Wine Shack,,,,,,,,,,,,,
oldwest_business_10,POI,POIName,,x,x,Rifle Martyrs,,,,,,,,,,,,,
oldwest_business_11,POI,POIName,,x,x,Skamson Grocery,,,,,,,,,,,,,
oldwest_business_12,POI,POIName,,x,x,Cole's Books,,,,,,,,,,,,,
oldwest_business_13,POI,POIName,,x,x,Swiggin Serum,,,,,,,,,,,,,
oldwest_business_14,POI,POIName,,x,x,Lathan's Hardware,,,,,,,,,,,,,
oldwest_church,POI,POIName,,x,x,First Church of God,,,,,,,,,,,,,
oldwest_coal_factory,POI,POIName,,x,x,Bear-N-Land Coal Mining,,,,,,,,,,,,,
oldwest_gallows,POI,POIName,,x,x,Gallows,,,,,,,,,,,,,
oldwest_jail,POI,POIName,,x,x,Old West Sheriff,,,,,,,,,,,,,
oldwest_stables,POI,POIName,,x,x,The Lazy H,,,,,,,,,,,,,
oldwest_strip_01,POI,POIName,,x,x,Duke's General,,,,,,,,,,,,,
oldwest_strip_02,POI,POIName,,x,x,Mornin Lumber Hotel,,,,,,,,,,,,,
oldwest_strip_03,POI,POIName,,x,x,Bert's Brewery,,,,,,,,,,,,,
oldwest_strip_04,POI,POIName,,x,x,Metal Works,,,,,,,,,,,,,
oldwest_watertower,POI,POIName,,x,x,Old West Water Tower,,,,,,,,,,,,,
park_01,POI,POIName,,x,x,Arbor Park,,,,,,,,,,,,,
park_02,POI,POIName,,x,x,Fountain Park,,,,,,,,,,,,,
park_03,POI,POIName,,x,x,Lone Pine Park,,,,,,,,,,,,,
park_basketball,POI,POIName,,x,x,Hoops Pavilion,,,,,,,,,,,,,
park_plaza_01,POI,POIName,,x,x,Waterfall Plaza,,,,,,,,,,,,,
park_plaza_02,POI,POIName,,x,x,Departure Plaza,,,,,,,,,,,,,
parking_garage_01,POI,POIName,,x,x,ParKing Garage #1,,,,,,,,,,,,,
parking_garage_02,POI,POIName,,x,x,ParKing Garage #2,,,,,,,,,,,,,
parking_garage_03,POI,POIName,,x,x,My Spot Parking,,,,,,,,,,,,,
parking_garage_04,POI,POIName,,x,x,My Spot Mega-Parking,,,,,,,,,,,,,
parking_lot_01,POI,POIName,,x,x,Park-n-Pay,,,,,,,,,,,,,
parking_lot_02,POI,POIName,,x,x,Mobile Field Hospital,,,,,,,,,,,,,
parking_lot_03,POI,POIName,,x,x,ParKing Lot,,,,,,,,,,,,,
perishton_city_blk_01,POI,POIName,,x,x,Perishton,,,,,,,,,,,,,
perishton_city_blk_02,POI,POIName,,x,x,Perishton,,,,,,,,,,,,,
perishton_city_blk_03,POI,POIName,,x,x,Perishton,,,,,,,,,,,,,
perishton_city_blk_04,POI,POIName,,x,x,Perishton,,,,,,,,,,,,,
perishton_city_blk_05,POI,POIName,,x,x,Perishton,,,,,,,,,,,,,
perishton_city_blk_06,POI,POIName,,x,x,Perishton,,,,,,,,,,,,,
perishton_city_blk_plaza,POI,POIName,,x,x,Perishton,,,,,,,,,,,,,
perishton_city_sign_01,POI,POIName,,x,x,Perishton,,,,,,,,,,,,,
perishton_median_01,POI,POIName,,x,x,Perishton,,,,,,,,,,,,,
perishton_median_02,POI,POIName,,x,x,Perishton,,,,,,,,,,,,,
perishton_median_03,POI,POIName,,x,x,Perishton,,,,,,,,,,,,,
perishton_outlet,POI,POIName,,x,x,Perishton,,,,,,,,,,,,,
